frame_num,Unnamed: 0,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulde_x,LShoulde_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,action_gt_num
0,0,1.0,0.05434782612884945,0.5306122450798686,0.1086956521535325,0.5306122450798686,0.13043478256340568,0.6122448979509151,0.33695652166553425,0.836734693852745,0.47826086995471,0.5510204081963399,0.09782608694859607,0.6530612245890192,0.2717391304359147,,,0.2857142856564054,0.4891304345346466,0.3265306122945097,0.7391304344565216,0.4081632655707181,1.0,0.0,0.44565217413156705,0.12244897950915072,0.7500000000781251,0.04081632663810441,0.9891304343783964,0.9795918368835288,0.021739130514039827,,,0.8163265307362741,0.0,,,1
1,1,1.0,0.05434782612884945,0.5306122446747067,0.1086956521535325,0.5306122446747067,0.13043478256340568,0.5714285713128108,0.33695652166553425,0.7959183672146409,0.47826086995471,0.5918367344292818,0.1086956521535325,0.6938775508219615,0.2717391304359147,1.0,0.293478260845788,0.2857142856564053,0.47826086995471,0.34693877541098056,0.728260869876585,0.3673469385274517,1.0,0.0,0.44565217413156705,0.18367346926372574,0.7391304344565216,0.1020408159875174,0.97826086979846,0.9795918364783668,0.021739130514039827,,,0.8163265303311117,0.0,,,1
2,2,1.0,0.06451612910206371,0.5208333335918351,0.10752688176807522,0.5,0.12903225810108096,0.5416666667700671,0.3333333334707287,0.7708333333850335,0.483870967801769,0.5833333335401346,0.10752688176807522,0.6249999998965988,0.2688172044717114,0.9791666668217676,0.2903225808047173,0.2500000002068013,0.4623655916748565,0.3125000001551009,0.7311827958374283,0.3333333333333331,1.0,0.0,0.4301075269692545,0.2291666666149661,0.7311827958374283,0.1666666666666666,0.9784946238730876,0.9791666668217676,0.03225806460255525,,,0.8125000001551007,0.0,,,1
3,3,1.0,0.06593406596299761,0.5531914893796767,0.10989010986812167,0.5106382977914548,0.1208791208444028,0.5531914893796767,0.3296703296043653,0.744680850893071,0.4835164832723,0.617021276550808,0.10989010986812167,0.744680850893071,0.26373626374667897,1.0,0.2747252747229602,0.29787234069515073,0.4725274729278871,0.3404255318609697,0.7472527473349133,0.3191489362780602,1.0,0.0,0.4395604397884213,0.2340425531016162,0.7362637359373867,0.14893617034757528,0.9780219782580604,1.0,0.032967033034154526,,,0.8510638296524246,0.0,,,1
4,4,0.9787234044081031,0.06593406596299761,0.5531914891909432,0.09890109889184068,0.5106382980071499,0.1208791208444028,0.5106382980071499,0.3296703296043653,0.70212765960143,0.4835164832723,0.6170212763890364,0.10989010986812167,0.8085106384057195,0.26373626374667897,1.0,0.28571428569924123,0.27659574480667304,0.4835164832723,0.34042553200476644,0.7362637359373867,0.27659574480667304,1.0,0.0,0.4395604397884213,0.4468085103866534,0.7032967027979207,0.2340425532004765,0.9890109886024734,0.9787234044081031,0.0439560440104354,,,0.8297872339976166,0.0,,,1
5,5,0.9787234044081032,0.06593406596299761,0.5319148935990464,0.09890109889184068,0.5106382980071497,0.1208791208444028,0.4680851064009533,0.3296703296043653,0.6595744684176365,0.4725274729278871,0.5957446807971396,0.09890109889184068,0.8297872344200193,0.28571428569924123,1.0,0.28571428569924123,0.27659574480667304,0.4725274729278871,0.2978723403985698,0.7582417576793259,0.2553191492147763,1.0,0.0,0.4395604397884213,0.21276595760857972,0.7472527473349133,0.19148936159427987,0.9780219782580604,0.9574468088162064,0.0439560440104354,,,0.8085106384057198,0.0,,,1
6,6,0.9230769231160809,0.06593406596299761,0.41025641038693583,0.10989010986812167,0.3333333335030168,0.10989010986812167,0.3076923075356771,0.3296703296043653,0.4871794872708549,0.4725274729278871,0.5384615386964847,0.10989010986812167,0.7435897438899522,0.2527472526650867,0.9487179485743708,0.2747252747229602,0.0,0.4615384615303607,0.102564102342209,0.7472527473349133,0.07692307688391918,1.0,0.282051282077387,0.4835164832723,0.5641025641547744,0.7362637359373867,1.0,0.8571428570977236,0.9230769231160809,0.0439560440104354,,,0.7179487179226128,0.0,,,1
7,7,0.9736842101963504,0.05555555549639914,0.4473684209151457,0.09999999989351838,0.34210526326788365,0.09999999989351838,0.2894736841830291,0.2999999998935185,0.4736842101963498,0.4555555554963992,0.6052631576472625,0.11111111099279827,0.7894736841830292,0.25555555549639897,1.0,0.26666666659567906,0.0,0.4555555554963992,0.07894736836605827,0.7555555549639916,0.10526315764726243,1.0,0.3684210525490875,0.4555555554963992,0.5789473683660586,0.7222222225180039,1.0,0.8666666659567901,0.9473684209151464,0.033333333297839336,,,0.7631578949018251,0.0,,,1
8,8,0.9499999998759188,0.056179775244602916,0.449999999627757,0.1011235954402852,0.349999999875919,0.1011235954402852,0.22499999981387872,0.292134831487291,0.4249999998138784,0.4494382019568235,0.5749999996897975,0.11235955048920583,0.7749999996897975,0.25842696634052925,0.9499999998759188,0.2808988764383706,0.0,0.4494382019568235,0.09999999975183814,0.7303370792566174,0.07499999993795947,1.0,0.24999999962775735,0.4494382019568235,0.6249999998138785,0.6966292138944999,1.0,0.8539325841486765,0.924999999565717,0.033707865146761606,,,0.7499999998759188,0.0,,,1
9,9,0.8863636362815995,0.056179775244602916,0.4318181818592002,0.1011235954402852,0.3409090907039985,0.1011235954402852,0.2045454544223992,0.292134831487291,0.36363636371840063,0.4494382019568235,0.5454545455776009,0.11235955048920583,0.7045454544223991,0.23595505613501036,0.8636363637184005,0.26966292138945,0.0,0.4494382019568235,0.1136363637184006,0.7415730336594706,0.045454545577600834,1.0,0.2499999999999999,0.4494382019568235,0.6818181818592002,0.7191011237769853,1.0,0.8539325841486765,0.8636363637184005,0.033707865146761606,,,0.7045454544223991,0.0,,,1
10,10,0.9302325581932208,0.05555555549639914,0.44186046508406784,0.09999999989351838,0.37209302327728794,0.11111111099279827,0.1860465116386442,0.2777777776949588,0.3255813952522031,0.4444444439711932,0.5581395349159323,0.11111111099279827,0.7209302327728819,0.2444444442906378,0.8837209301681355,0.2777777776949588,0.0,0.4444444439711932,0.06976744180677942,0.7444444445036008,0.02325581424339066,1.0,0.37209302327728794,0.4444444439711932,0.8139534883613562,0.7111111109927982,1.0,0.8666666659567901,0.9069767444115264,0.022222222198559682,,,0.6976744185294912,0.0,,,1
11,11,0.9069767443685778,0.05555555549639914,0.4186046510339453,0.09999999989351838,0.3488372091949541,0.11111111099279827,0.13953488367798186,0.2777777776949588,0.2790697673559635,0.4444444439711932,0.5581395347119267,0.11111111099279827,0.744186046436468,0.25555555549639897,0.8604651163220184,0.2777777776949588,0.0,0.4444444439711932,0.04651162758486302,0.7444444445036008,0.0,1.0,0.4186046510339453,0.4444444439711932,0.8139534882754592,0.6999999994675924,1.0,0.8666666659567901,0.9069767443685778,0.033333333297839336,,,0.7209302326440366,0.0,,,1
12,12,0.9761904763592936,0.06666666659567902,0.4999999997636554,0.11111111099279827,0.4047619047281412,0.11111111099279827,0.14285714278961598,0.26666666659567906,0.2619047619385257,0.4333333335108024,0.6190476189125651,0.12222222219855962,0.7619047617021808,0.2444444442906378,0.8809523808510905,0.26666666659567906,0.02380952364070627,0.4333333335108024,0.04761904728141254,0.7444444445036008,0.0,1.0,0.4523809524822432,0.4333333335108024,0.8809523808510905,0.6888888890072016,1.0,0.8666666659567901,0.9761904763592936,0.033333333297839336,,,0.7619047617021808,0.0,,,1
13,13,1.0,0.05555555549639914,0.5000000002363446,0.11111111099279827,0.40476190472814144,0.09999999989351838,0.11904761914890973,0.26666666659567906,0.214285714184424,0.4333333335108024,0.6428571430259603,0.12222222219855962,0.7857142858155766,0.25555555549639897,0.9047619049644859,0.26666666659567906,0.047619047754101716,0.4333333335108024,0.047619047754101716,0.7444444445036008,0.0,1.0,0.5000000002363446,0.4555555554963992,0.8809523813237797,0.6999999994675924,0.6666666666666666,0.9222222214531892,0.9761904763592936,0.022222222198559682,,,0.7619047621748699,0.0,,,1
14,14,1.0,0.06666666659567902,0.5581395349159322,0.11111111099279827,0.4418604650840679,0.11111111099279827,0.13953488361355912,0.25555555549639897,0.2093023254203387,0.4333333335108024,0.6744186047477968,0.12222222219855962,0.7441860465545764,0.25555555549639897,0.8604651163864412,0.2777777776949588,0.09302325558847396,0.4333333335108024,0.06976744180677956,0.7444444445036008,0.0,1.0,0.5348837206725413,0.4555555554963992,0.8837209301681356,0.6999999994675924,0.8139534883613557,0.9222222214531892,1.0,0.033333333297839336,,,0.7906976741179654,0.0,,,1
15,15,1.0,0.05555555549639914,0.5777777778562091,0.11111111099279827,0.4444444441993464,0.09999999989351838,0.1333333332156864,0.25555555549639897,0.22222222232026173,0.4333333335108024,0.7111111110718955,0.12222222219855962,0.7555555551830069,0.2888888887942385,0.8444444442875819,0.2999999998935185,0.1333333332156864,0.4333333335108024,0.11111111116013088,0.7333333329783951,0.0,1.0,0.5555555553594773,0.4555555554963992,0.8666666663431375,0.6888888890072016,0.9333333329509804,0.9111111109927982,0.977777777503268,0.022222222198559682,,,0.7777777776797385,0.0,,,1
16,16,0.8518518518382353,0.06593406596299761,0.518518518382353,0.1208791208444028,0.3888888889705883,0.1208791208444028,0.1296296294117648,0.2747252747229602,0.1851851852941179,0.4505494501328341,0.629629629411765,0.13186813192599522,0.6666666665441179,0.3076923076518033,1.0,0.3846153849070161,0.22222222205882355,0.4505494501328341,0.11111111102941187,0.7472527473349133,0.0,1.0,0.518518518382353,0.4615384615303607,0.7407407408088237,0.692307692453508,0.8888888889705882,0.9230769223235415,0.8333333334558823,0.032967033034154526,,,0.6666666665441179,0.0,,,1
17,17,0.8909090909747204,0.05494505492190956,0.5454545454873603,0.10989010984381913,0.4181818180505592,0.09890109885943714,0.16363636353791927,0.26373626383578885,0.20000000000000026,0.4395604393752766,0.672727272563199,0.12087912093351245,0.672727272563199,0.2967032967889345,1.0,0.3736263741008535,0.2545454545126399,0.4395604393752766,0.16363636353791927,0.7362637367960796,0.0,1.0,0.5636363635379193,0.4505494507809042,0.7818181815884785,0.6813186818741699,0.9454545454873602,0.9230769233199492,0.8727272725631988,0.02197802196876385,,,0.7090909090252798,0.0,,,1
18,18,0.9259259257352941,0.05555555549639914,0.5740740738970589,0.11111111099279827,0.425925925735294,0.09999999989351838,0.16666666654411785,0.26666666659567906,0.20370370367647064,0.4555555554963992,0.7222222220588238,0.1333333332978394,0.6666666665441179,0.2999999998935185,1.0,0.3777777780144033,0.2962962963235294,0.4444444439711932,0.20370370367647064,0.7333333329783951,0.0,1.0,0.6111111110294121,0.4555555554963992,0.8148148147058824,0.6888888890072016,0.9629629628676472,0.9333333329783948,0.9074074073529409,0.022222222198559682,,,0.7407407408088237,0.0,,,1
19,19,0.9622641508515172,0.05555555549639914,0.6226415092643397,0.11111111099279827,0.4339622642710929,0.11111111099279827,0.16981132098088106,0.2888888887942385,0.20754716975477985,0.4555555554963992,0.7924528302452204,0.1333333332978394,0.6603773584128224,0.2999999998935185,1.0,0.3777777780144033,0.3018867924386951,0.4555555554963992,0.2452830189032625,0.7444444445036008,0.0,1.0,0.6415094340258727,0.4555555554963992,0.830188679393703,0.6777777774819956,0.9622641508515172,0.9444444445036008,0.9433962264645676,0.022222222198559682,,,0.7547169810967375,0.0,,,1
20,20,1.0,0.05555555549639914,0.6415094338915882,0.12222222219855962,0.4528301888276654,0.11111111099279827,0.15094339627588865,0.2999999998935185,0.1886792450639227,0.4666666670216048,0.8301886793300947,0.1333333332978394,0.8113207549360775,0.31111111099279826,0.9811320756059828,0.3777777780144033,0.3207547169457942,0.4555555554963992,0.24528301862055776,0.7444444445036008,0.0,1.0,0.6603773586601893,0.4555555554963992,0.8679245284927125,0.6888888890072016,0.9433962264433652,0.9444444445036008,0.9811320756059828,0.022222222198559682,,,0.7735849057734596,0.0,,,1
21,21,1.0,0.05555555549639914,0.6545454545126399,0.12222222219855962,0.4363636364620807,0.12222222219855962,0.18181818158847834,0.31111111099279826,0.20000000000000004,0.4777777774819958,0.8363636364620806,0.1333333332978394,0.7818181819494409,0.31111111099279826,0.9454545454873602,0.3777777780144033,0.3454545454873603,0.4666666670216048,0.2545454545126397,0.7444444445036008,0.0,1.0,0.672727272563199,0.4666666670216048,0.8545454545126396,0.6888888890072016,0.9272727274368008,0.9444444445036008,0.9818181819494408,0.022222222198559682,,,0.7818181819494409,0.0,,,1
22,22,1.0,0.045454545424844936,0.6607142857586001,0.11363636367101405,0.4285714285714284,0.11363636367101405,0.16071428558134185,0.3181818181917182,0.16071428558134185,0.4772727271786759,0.8749999998670559,0.11363636367101405,0.750000000088629,0.30681818183550696,0.9107142856699708,0.3750000004083807,0.35714285696559844,0.4545454546840565,0.24999999991137084,0.7500000003811554,0.0,1.0,0.6607142857586001,0.4545454546840565,0.8571428571428568,0.6818181818082816,0.8928571429457716,0.954545455010761,0.982142856921284,0.022727272712422288,,,0.767857142812828,0.0,,,1
23,23,1.0,0.05681818178105628,0.6727272725631988,0.12500000002722522,0.4363636364620807,0.12500000002722522,0.1272727270758385,0.3181818181917182,0.1272727270758385,0.4886363639704934,0.8909090909747204,0.13636363638343654,0.7272727274368009,0.30681818183550696,0.8909090909747204,0.3750000004083807,0.34545454548736004,0.4545454546840565,0.2181818180505591,0.7386363635893379,0.0,1.0,0.6727272725631988,0.4545454546840565,0.8363636364620806,0.6931818186000991,0.8545454545126397,0.954545455010761,0.9818181819494411,0.022727272712422288,,,0.7636363635379192,0.0,,,1
24,24,1.0,0.045454545424844936,0.6666666666666665,0.12500000002722522,0.4210526316339415,0.12500000002722522,0.14035087721131384,0.3181818181917182,0.12280701734221378,0.4886363639704934,0.9122807016993912,0.13636363638343654,0.7017543860565691,0.30681818183550696,0.8596491227886858,0.3750000004083807,0.35087719285413604,0.44318181789223904,0.2105263156428222,0.7386363635893379,0.0,1.0,0.6666666666666665,0.4545454546840565,0.8070175438779802,0.6931818186000991,0.8421052632678828,0.954545455010761,0.9824561401309,0.022727272712422288,,,0.7543859649672746,0.0,,,1
