frame_num,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulde_x,LShoulde_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,action_gt_num
0,0.168722289,0.36154776299999997,0.184287499,0.426037888,0.14070491300000001,0.43248690100000003,0.125139704,0.516324063,0.11268753599999999,0.574365175,0.221644001,0.419588876,0.249661377,0.503426038,0.252774419,0.5679161629999999,0.17494837300000002,0.5872632,0.18117445699999998,0.683998388,0.19985270800000002,0.7936316,0.221644001,0.574365175,0.224757042,0.683998388,0.23720921,0.787182588,0.162496206,0.348649738,0.178061415,0.348649738,0.15004403800000002,0.36154776299999997,0.196739666,0.36154776299999997,0
1,0.168722289,0.36154776299999997,0.184287499,0.426037888,0.143817955,0.43248690100000003,0.128252746,0.516324063,0.115800578,0.574365175,0.224757042,0.419588876,0.252774419,0.503426038,0.259000503,0.574365175,0.17494837300000002,0.5872632,0.18117445699999998,0.683998388,0.196739666,0.787182588,0.221644001,0.574365175,0.22787008399999997,0.677549375,0.240322252,0.7936316,0.162496206,0.355098751,0.178061415,0.348649738,0.15315708,0.36154776299999997,0.196739666,0.36154776299999997,0
2,0.171835331,0.36154776299999997,0.184287499,0.426037888,0.143817955,0.43893591299999996,0.128252746,0.522773075,0.11891362,0.580814188,0.221644001,0.419588876,0.252774419,0.490528013,0.262113544,0.561467151,0.17494837300000002,0.580814188,0.18117445699999998,0.683998388,0.196739666,0.787182588,0.224757042,0.5679161629999999,0.23409616800000002,0.683998388,0.249661377,0.7936316,0.16560924800000001,0.355098751,0.18117445699999998,0.348649738,0.15315708,0.36154776299999997,0.19985270800000002,0.36154776299999997,0
3,0.17494837300000002,0.36154776299999997,0.18740054,0.419588876,0.143817955,0.43248690100000003,0.13136578699999998,0.522773075,0.122026662,0.580814188,0.224757042,0.419588876,0.25588746100000004,0.490528013,0.26522658600000004,0.5679161629999999,0.178061415,0.580814188,0.18117445699999998,0.683998388,0.196739666,0.787182588,0.22787008399999997,0.5679161629999999,0.23720921,0.683998388,0.252774419,0.7936316,0.168722289,0.355098751,0.184287499,0.355098751,0.15627012199999998,0.36154776299999997,0.19985270800000002,0.36154776299999997,0
4,0.17494837300000002,0.36154776299999997,0.18740054,0.419588876,0.14693099699999998,0.43248690100000003,0.134478829,0.516324063,0.125139704,0.580814188,0.22787008399999997,0.419588876,0.262113544,0.496977025,0.26522658600000004,0.5679161629999999,0.178061415,0.580814188,0.18117445699999998,0.683998388,0.193626624,0.787182588,0.22787008399999997,0.5679161629999999,0.240322252,0.683998388,0.25588746100000004,0.787182588,0.168722289,0.355098751,0.184287499,0.355098751,0.159383164,0.367996776,0.20296575,0.36154776299999997,0
5,0.18117445699999998,0.36154776299999997,0.190513582,0.419588876,0.15004403800000002,0.43248690100000003,0.137591871,0.516324063,0.128252746,0.580814188,0.230983126,0.419588876,0.26522658600000004,0.503426038,0.268339628,0.5679161629999999,0.18117445699999998,0.580814188,0.18117445699999998,0.683998388,0.193626624,0.787182588,0.230983126,0.5679161629999999,0.246548335,0.683998388,0.25588746100000004,0.787182588,0.171835331,0.355098751,0.18740054,0.355098751,0.162496206,0.367996776,0.206078791,0.36154776299999997,0
6,0.184287499,0.36154776299999997,0.193626624,0.419588876,0.15004403800000002,0.43248690100000003,0.137591871,0.522773075,0.13136578699999998,0.5872632,0.23409616800000002,0.419588876,0.26522658600000004,0.496977025,0.268339628,0.5679161629999999,0.18117445699999998,0.580814188,0.18117445699999998,0.683998388,0.193626624,0.787182588,0.230983126,0.5679161629999999,0.249661377,0.683998388,0.259000503,0.787182588,0.17494837300000002,0.355098751,0.190513582,0.348649738,0.16560924800000001,0.36154776299999997,0.209191833,0.36154776299999997,0
7,0.184287499,0.36154776299999997,0.196739666,0.419588876,0.15315708,0.43248690100000003,0.14070491300000001,0.516324063,0.137591871,0.580814188,0.23720921,0.419588876,0.268339628,0.503426038,0.268339628,0.5679161629999999,0.184287499,0.580814188,0.184287499,0.683998388,0.193626624,0.787182588,0.23409616800000002,0.5679161629999999,0.249661377,0.683998388,0.259000503,0.787182588,0.17494837300000002,0.355098751,0.193626624,0.355098751,0.16560924800000001,0.367996776,0.212304875,0.36154776299999997,0
8,0.18740054,0.367996776,0.19985270800000002,0.419588876,0.15627012199999998,0.43248690100000003,0.143817955,0.50987505,0.14070491300000001,0.580814188,0.240322252,0.419588876,0.268339628,0.496977025,0.268339628,0.5679161629999999,0.184287499,0.580814188,0.184287499,0.6904474,0.193626624,0.787182588,0.23720921,0.5679161629999999,0.252774419,0.683998388,0.25588746100000004,0.787182588,0.178061415,0.36154776299999997,0.193626624,0.355098751,0.168722289,0.367996776,0.212304875,0.36154776299999997,0
9,0.18740054,0.367996776,0.20296575,0.419588876,0.159383164,0.426037888,0.14693099699999998,0.50987505,0.143817955,0.580814188,0.243435293,0.419588876,0.27145267,0.490528013,0.26522658600000004,0.5679161629999999,0.18740054,0.574365175,0.184287499,0.683998388,0.193626624,0.787182588,0.240322252,0.561467151,0.252774419,0.683998388,0.25588746100000004,0.787182588,0.178061415,0.355098751,0.193626624,0.355098751,0.171835331,0.367996776,0.215417917,0.36154776299999997,0
