Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulde_x,LShoulde_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y
0.168722289,0.361547763,0.184287499,0.426037888,0.140704913,0.432486901,0.125139704,0.516324063,0.112687536,0.574365175,0.221644001,0.419588876,0.249661377,0.503426038,0.252774419,0.567916163,0.174948373,0.5872632,0.181174457,0.683998388,0.199852708,0.7936316,0.221644001,0.574365175,0.224757042,0.683998388,0.23720921,0.787182588,0.162496206,0.348649738,0.178061415,0.348649738,0.150044038,0.361547763,0.196739666,0.361547763
0.168722289,0.361547763,0.184287499,0.426037888,0.143817955,0.432486901,0.128252746,0.516324063,0.115800578,0.574365175,0.224757042,0.419588876,0.252774419,0.503426038,0.259000503,0.574365175,0.174948373,0.5872632,0.181174457,0.683998388,0.196739666,0.787182588,0.221644001,0.574365175,0.227870084,0.677549375,0.240322252,0.7936316,0.162496206,0.355098751,0.178061415,0.348649738,0.15315708,0.361547763,0.196739666,0.361547763
0.171835331,0.361547763,0.184287499,0.426037888,0.143817955,0.438935913,0.128252746,0.522773075,0.11891362,0.580814188,0.221644001,0.419588876,0.252774419,0.490528013,0.262113544,0.561467151,0.174948373,0.580814188,0.181174457,0.683998388,0.196739666,0.787182588,0.224757042,0.567916163,0.234096168,0.683998388,0.249661377,0.7936316,0.165609248,0.355098751,0.181174457,0.348649738,0.15315708,0.361547763,0.199852708,0.361547763
0.174948373,0.361547763,0.18740054,0.419588876,0.143817955,0.432486901,0.131365787,0.522773075,0.122026662,0.580814188,0.224757042,0.419588876,0.255887461,0.490528013,0.265226586,0.567916163,0.178061415,0.580814188,0.181174457,0.683998388,0.196739666,0.787182588,0.227870084,0.567916163,0.23720921,0.683998388,0.252774419,0.7936316,0.168722289,0.355098751,0.184287499,0.355098751,0.156270122,0.361547763,0.199852708,0.361547763
0.174948373,0.361547763,0.18740054,0.419588876,0.146930997,0.432486901,0.134478829,0.516324063,0.125139704,0.580814188,0.227870084,0.419588876,0.262113544,0.496977025,0.265226586,0.567916163,0.178061415,0.580814188,0.181174457,0.683998388,0.193626624,0.787182588,0.227870084,0.567916163,0.240322252,0.683998388,0.255887461,0.787182588,0.168722289,0.355098751,0.184287499,0.355098751,0.159383164,0.367996776,0.20296575,0.361547763
0.181174457,0.361547763,0.190513582,0.419588876,0.150044038,0.432486901,0.137591871,0.516324063,0.128252746,0.580814188,0.230983126,0.419588876,0.265226586,0.503426038,0.268339628,0.567916163,0.181174457,0.580814188,0.181174457,0.683998388,0.193626624,0.787182588,0.230983126,0.567916163,0.246548335,0.683998388,0.255887461,0.787182588,0.171835331,0.355098751,0.18740054,0.355098751,0.162496206,0.367996776,0.206078791,0.361547763
0.184287499,0.361547763,0.193626624,0.419588876,0.150044038,0.432486901,0.137591871,0.522773075,0.131365787,0.5872632,0.234096168,0.419588876,0.265226586,0.496977025,0.268339628,0.567916163,0.181174457,0.580814188,0.181174457,0.683998388,0.193626624,0.787182588,0.230983126,0.567916163,0.249661377,0.683998388,0.259000503,0.787182588,0.174948373,0.355098751,0.190513582,0.348649738,0.165609248,0.361547763,0.209191833,0.361547763
0.184287499,0.361547763,0.196739666,0.419588876,0.15315708,0.432486901,0.140704913,0.516324063,0.137591871,0.580814188,0.23720921,0.419588876,0.268339628,0.503426038,0.268339628,0.567916163,0.184287499,0.580814188,0.184287499,0.683998388,0.193626624,0.787182588,0.234096168,0.567916163,0.249661377,0.683998388,0.259000503,0.787182588,0.174948373,0.355098751,0.193626624,0.355098751,0.165609248,0.367996776,0.212304875,0.361547763
0.18740054,0.367996776,0.199852708,0.419588876,0.156270122,0.432486901,0.143817955,0.50987505,0.140704913,0.580814188,0.240322252,0.419588876,0.268339628,0.496977025,0.268339628,0.567916163,0.184287499,0.580814188,0.184287499,0.6904474,0.193626624,0.787182588,0.23720921,0.567916163,0.252774419,0.683998388,0.255887461,0.787182588,0.178061415,0.361547763,0.193626624,0.355098751,0.168722289,0.367996776,0.212304875,0.361547763
0.18740054,0.367996776,0.20296575,0.419588876,0.159383164,0.426037888,0.146930997,0.50987505,0.143817955,0.580814188,0.243435293,0.419588876,0.27145267,0.490528013,0.265226586,0.567916163,0.18740054,0.574365175,0.184287499,0.683998388,0.193626624,0.787182588,0.240322252,0.561467151,0.252774419,0.683998388,0.255887461,0.787182588,0.178061415,0.355098751,0.193626624,0.355098751,0.171835331,0.367996776,0.215417917,0.361547763
0.190513582,0.367996776,0.206078791,0.419588876,0.162496206,0.426037888,0.15315708,0.503426038,0.150044038,0.574365175,0.246548335,0.419588876,0.27145267,0.484079001,0.265226586,0.567916163,0.18740054,0.580814188,0.184287499,0.683998388,0.193626624,0.787182588,0.240322252,0.567916163,0.255887461,0.683998388,0.255887461,0.7936316,0.181174457,0.361547763,0.196739666,0.361547763,0.171835331,0.374445788,0.215417917,0.361547763
0.190513582,0.374445788,0.209191833,0.426037888,0.165609248,0.426037888,0.15315708,0.503426038,0.15315708,0.574365175,0.252774419,0.426037888,0.27145267,0.490528013,0.265226586,0.561467151,0.18740054,0.574365175,0.184287499,0.683998388,0.193626624,0.787182588,0.243435293,0.567916163,0.255887461,0.683998388,0.255887461,0.7936316,0.184287499,0.361547763,0.196739666,0.361547763,0.174948373,0.374445788,0.218530959,0.361547763
0.193626624,0.374445788,0.209191833,0.426037888,0.168722289,0.432486901,0.156270122,0.503426038,0.159383164,0.574365175,0.255887461,0.426037888,0.274565712,0.490528013,0.265226586,0.567916163,0.190513582,0.574365175,0.184287499,0.683998388,0.193626624,0.787182588,0.243435293,0.567916163,0.255887461,0.683998388,0.259000503,0.7936316,0.18740054,0.361547763,0.199852708,0.361547763,0.178061415,0.374445788,0.221644001,0.361547763
0.196739666,0.374445788,0.212304875,0.426037888,0.168722289,0.426037888,0.156270122,0.503426038,0.162496206,0.567916163,0.255887461,0.426037888,0.274565712,0.484079001,0.262113544,0.567916163,0.190513582,0.574365175,0.18740054,0.6904474,0.193626624,0.787182588,0.243435293,0.567916163,0.259000503,0.683998388,0.259000503,0.7936316,0.190513582,0.361547763,0.20296575,0.361547763,0.178061415,0.374445788,0.224757042,0.361547763
0.196739666,0.374445788,0.215417917,0.426037888,0.171835331,0.426037888,0.159383164,0.496977025,0.162496206,0.567916163,0.255887461,0.426037888,0.277678754,0.484079001,0.262113544,0.561467151,0.190513582,0.574365175,0.18740054,0.683998388,0.193626624,0.787182588,0.243435293,0.567916163,0.259000503,0.683998388,0.259000503,0.7936316,0.190513582,0.367996776,0.20296575,0.361547763,0.181174457,0.374445788,0.224757042,0.367996776
0.199852708,0.374445788,0.215417917,0.426037888,0.178061415,0.426037888,0.162496206,0.496977025,0.168722289,0.567916163,0.259000503,0.426037888,0.277678754,0.484079001,0.262113544,0.561467151,0.190513582,0.574365175,0.190513582,0.683998388,0.193626624,0.787182588,0.243435293,0.567916163,0.259000503,0.683998388,0.259000503,0.7936316,0.193626624,0.367996776,0.206078791,0.361547763,0.184287499,0.374445788,0.227870084,0.367996776
0.20296575,0.374445788,0.215417917,0.426037888,0.174948373,0.432486901,0.162496206,0.503426038,0.168722289,0.567916163,0.262113544,0.426037888,0.277678754,0.490528013,0.262113544,0.567916163,0.193626624,0.574365175,0.18740054,0.683998388,0.190513582,0.787182588,0.246548335,0.567916163,0.262113544,0.683998388,0.255887461,0.7936316,0.193626624,0.367996776,0.209191833,0.361547763,0.184287499,0.374445788,0.227870084,0.367996776
0.20296575,0.374445788,0.218530959,0.426037888,0.174948373,0.432486901,0.162496206,0.503426038,0.168722289,0.567916163,0.262113544,0.426037888,0.280791795,0.490528013,0.265226586,0.567916163,0.193626624,0.574365175,0.18740054,0.683998388,0.190513582,0.787182588,0.246548335,0.567916163,0.259000503,0.683998388,0.259000503,0.7936316,0.196739666,0.367996776,0.209191833,0.361547763,0.18740054,0.374445788,0.230983126,0.367996776
0.20296575,0.374445788,0.215417917,0.426037888,0.174948373,0.432486901,0.162496206,0.503426038,0.168722289,0.567916163,0.259000503,0.426037888,0.280791795,0.490528013,0.265226586,0.567916163,0.196739666,0.574365175,0.18740054,0.683998388,0.190513582,0.787182588,0.246548335,0.567916163,0.262113544,0.683998388,0.255887461,0.787182588,0.196739666,0.367996776,0.212304875,0.361547763,0.18740054,0.374445788,0.230983126,0.367996776
0.206078791,0.374445788,0.218530959,0.426037888,0.174948373,0.432486901,0.162496206,0.50987505,0.168722289,0.567916163,0.262113544,0.426037888,0.277678754,0.496977025,0.268339628,0.567916163,0.193626624,0.574365175,0.184287499,0.683998388,0.190513582,0.787182588,0.246548335,0.574365175,0.262113544,0.683998388,0.259000503,0.7936316,0.199852708,0.367996776,0.212304875,0.361547763,0.18740054,0.374445788,0.230983126,0.367996776
0.206078791,0.374445788,0.218530959,0.426037888,0.174948373,0.432486901,0.165609248,0.50987505,0.168722289,0.567916163,0.265226586,0.426037888,0.280791795,0.496977025,0.268339628,0.567916163,0.193626624,0.574365175,0.184287499,0.6904474,0.190513582,0.780733576,0.246548335,0.567916163,0.262113544,0.683998388,0.255887461,0.7936316,0.199852708,0.367996776,0.212304875,0.361547763,0.190513582,0.374445788,0.234096168,0.367996776
0.206078791,0.374445788,0.218530959,0.426037888,0.174948373,0.432486901,0.162496206,0.503426038,0.165609248,0.567916163,0.262113544,0.426037888,0.280791795,0.496977025,0.268339628,0.574365175,0.193626624,0.574365175,0.184287499,0.6904474,0.18740054,0.780733576,0.246548335,0.567916163,0.259000503,0.683998388,0.259000503,0.7936316,0.196739666,0.367996776,0.212304875,0.361547763,0.18740054,0.374445788,0.234096168,0.367996776
0.206078791,0.374445788,0.215417917,0.426037888,0.174948373,0.432486901,0.162496206,0.50987505,0.162496206,0.567916163,0.262113544,0.432486901,0.280791795,0.490528013,0.27145267,0.574365175,0.190513582,0.574365175,0.181174457,0.6904474,0.18740054,0.787182588,0.246548335,0.567916163,0.259000503,0.683998388,0.255887461,0.7936316,0.196739666,0.367996776,0.212304875,0.361547763,0.18740054,0.374445788,0.230983126,0.367996776
0.20296575,0.374445788,0.215417917,0.426037888,0.171835331,0.432486901,0.159383164,0.50987505,0.162496206,0.574365175,0.262113544,0.432486901,0.280791795,0.496977025,0.27145267,0.574365175,0.190513582,0.574365175,0.178061415,0.683998388,0.184287499,0.780733576,0.243435293,0.567916163,0.259000503,0.683998388,0.259000503,0.7936316,0.196739666,0.367996776,0.209191833,0.367996776,0.18740054,0.374445788,0.230983126,0.367996776
0.20296575,0.380894801,0.212304875,0.426037888,0.165609248,0.438935913,0.159383164,0.516324063,0.159383164,0.574365175,0.259000503,0.432486901,0.277678754,0.490528013,0.27145267,0.574365175,0.190513582,0.574365175,0.178061415,0.683998388,0.181174457,0.787182588,0.243435293,0.567916163,0.259000503,0.683998388,0.255887461,0.7936316,0.193626624,0.367996776,0.209191833,0.367996776,0.184287499,0.380894801,0.230983126,0.367996776
0.199852708,0.380894801,0.209191833,0.426037888,0.162496206,0.432486901,0.156270122,0.516324063,0.15315708,0.574365175,0.255887461,0.432486901,0.277678754,0.490528013,0.27145267,0.574365175,0.18740054,0.574365175,0.174948373,0.683998388,0.181174457,0.787182588,0.243435293,0.567916163,0.255887461,0.683998388,0.255887461,0.7936316,0.190513582,0.367996776,0.206078791,0.367996776,0.181174457,0.380894801,0.227870084,0.374445788
0.196739666,0.380894801,0.206078791,0.432486901,0.162496206,0.432486901,0.15315708,0.516324063,0.15315708,0.580814188,0.252774419,0.432486901,0.274565712,0.490528013,0.27145267,0.580814188,0.184287499,0.574365175,0.174948373,0.683998388,0.178061415,0.787182588,0.240322252,0.567916163,0.255887461,0.683998388,0.255887461,0.787182588,0.190513582,0.374445788,0.206078791,0.367996776,0.178061415,0.380894801,0.227870084,0.374445788
0.193626624,0.387343813,0.206078791,0.432486901,0.159383164,0.438935913,0.150044038,0.522773075,0.146930997,0.580814188,0.252774419,0.438935913,0.274565712,0.496977025,0.27145267,0.580814188,0.184287499,0.574365175,0.171835331,0.683998388,0.178061415,0.787182588,0.240322252,0.567916163,0.252774419,0.677549375,0.255887461,0.787182588,0.18740054,0.374445788,0.20296575,0.374445788,0.174948373,0.380894801,0.224757042,0.380894801
0.190513582,0.393792826,0.20296575,0.438935913,0.156270122,0.438935913,0.143817955,0.522773075,0.143817955,0.5872632,0.249661377,0.445384925,0.274565712,0.503426038,0.27145267,0.5872632,0.178061415,0.574365175,0.171835331,0.6904474,0.178061415,0.787182588,0.23720921,0.567916163,0.249661377,0.683998388,0.255887461,0.787182588,0.184287499,0.380894801,0.199852708,0.380894801,0.174948373,0.387343813,0.221644001,0.387343813
0.190513582,0.400241838,0.199852708,0.445384925,0.150044038,0.445384925,0.140704913,0.529222088,0.140704913,0.593712213,0.246548335,0.451833938,0.27145267,0.503426038,0.27145267,0.5872632,0.178061415,0.580814188,0.171835331,0.6904474,0.181174457,0.787182588,0.234096168,0.574365175,0.246548335,0.683998388,0.255887461,0.787182588,0.184287499,0.393792826,0.199852708,0.387343813,0.171835331,0.400241838,0.221644001,0.393792826
0.18740054,0.413139863,0.196739666,0.451833938,0.146930997,0.45828295,0.131365787,0.516324063,0.137591871,0.600161226,0.240322252,0.451833938,0.27145267,0.50987505,0.27145267,0.600161226,0.174948373,0.580814188,0.168722289,0.696896413,0.178061415,0.787182588,0.230983126,0.574365175,0.243435293,0.683998388,0.255887461,0.787182588,0.178061415,0.400241838,0.196739666,0.400241838,0.165609248,0.406690851,0.215417917,0.400241838
0.184287499,0.426037888,0.196739666,0.464731963,0.146930997,0.464731963,0.128252746,0.516324063,0.131365787,0.606610238,0.240322252,0.464731963,0.268339628,0.516324063,0.27145267,0.606610238,0.171835331,0.5872632,0.162496206,0.6904474,0.178061415,0.787182588,0.224757042,0.580814188,0.243435293,0.6904474,0.252774419,0.7936316,0.178061415,0.413139863,0.190513582,0.413139863,0.165609248,0.419588876,0.212304875,0.413139863
0.181174457,0.432486901,0.193626624,0.471180975,0.146930997,0.471180975,0.125139704,0.522773075,0.128252746,0.619508263,0.23720921,0.471180975,0.265226586,0.529222088,0.27145267,0.619508263,0.168722289,0.5872632,0.159383164,0.696896413,0.181174457,0.787182588,0.224757042,0.5872632,0.243435293,0.6904474,0.249661377,0.787182588,0.174948373,0.426037888,0.190513582,0.419588876,0.162496206,0.426037888,0.209191833,0.419588876
0.181174457,0.451833938,0.190513582,0.484079001,0.143817955,0.477629988,0.122026662,0.5356711,0.122026662,0.625957275,0.234096168,0.484079001,0.262113544,0.542120113,0.27145267,0.625957275,0.165609248,0.593712213,0.159383164,0.696896413,0.181174457,0.787182588,0.221644001,0.5872632,0.240322252,0.683998388,0.246548335,0.780733576,0.171835331,0.445384925,0.18740054,0.438935913,0.159383164,0.445384925,0.209191833,0.438935913
0.174948373,0.471180975,0.18740054,0.490528013,0.140704913,0.490528013,0.11891362,0.548569126,0.11891362,0.6388553,0.230983126,0.490528013,0.262113544,0.555018138,0.268339628,0.6388553,0.162496206,0.600161226,0.159383164,0.696896413,0.178061415,0.787182588,0.218530959,0.600161226,0.240322252,0.683998388,0.240322252,0.774284563,0.168722289,0.45828295,0.184287499,0.45828295,0.156270122,0.45828295,0.20296575,0.451833938
