frame_num,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulde_x,LShoulde_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,action_gt_num
0,0.1558224,0.543695797,0.171279619,0.623749166,0.11331505,0.623749166,0.051486175999999995,0.703802535,0.078536308,0.759839893,0.233108492,0.623749166,0.29880167,0.703802535,0.244701406,0.76784523,0.136500877,0.7998665779999999,0.070807699,0.8238825879999999,0.074672004,0.9839893259999999,0.190601141,0.7998665779999999,0.22151557800000002,0.815877252,0.21765127399999998,0.9839893259999999,0.144229486,0.53569046,0.171279619,0.5276851229999999,0.128772268,0.551701134,0.19446544600000001,0.543695797,3
1,0.1558224,0.543695797,0.171279619,0.623749166,0.109450745,0.623749166,0.043757567000000004,0.703802535,0.078536308,0.759839893,0.233108492,0.623749166,0.29880167,0.703802535,0.24856571,0.775850567,0.132636573,0.7998665779999999,0.070807699,0.8238825879999999,0.078536308,0.9919946629999999,0.19446544600000001,0.807871914,0.22151557800000002,0.815877252,0.213786969,0.9839893259999999,0.148093791,0.53569046,0.171279619,0.5276851229999999,0.128772268,0.551701134,0.19446544600000001,0.543695797,3
2,0.1558224,0.543695797,0.171279619,0.623749166,0.109450745,0.623749166,0.039893262,0.703802535,0.078536308,0.759839893,0.233108492,0.623749166,0.302665975,0.703802535,0.24856571,0.775850567,0.136500877,0.7998665779999999,0.070807699,0.8238825879999999,0.082400613,0.9839893259999999,0.19446544600000001,0.807871914,0.22151557800000002,0.815877252,0.213786969,0.9839893259999999,0.144229486,0.53569046,0.167415314,0.5276851229999999,0.128772268,0.551701134,0.190601141,0.543695797,3
3,0.151958096,0.543695797,0.167415314,0.623749166,0.10558644,0.623749166,0.036028958,0.7118078720000001,0.078536308,0.759839893,0.229244187,0.623749166,0.302665975,0.703802535,0.244701406,0.775850567,0.136500877,0.791861241,0.070807699,0.8238825879999999,0.090129222,0.9919946629999999,0.19832975100000003,0.7998665779999999,0.225379883,0.815877252,0.20992266399999998,0.9839893259999999,0.140365182,0.53569046,0.163551009,0.5276851229999999,0.12490796300000001,0.551701134,0.190601141,0.543695797,3
4,0.148093791,0.551701134,0.167415314,0.623749166,0.10558644,0.623749166,0.032164653,0.703802535,0.074672004,0.76784523,0.229244187,0.623749166,0.302665975,0.703802535,0.244701406,0.783855904,0.136500877,0.7998665779999999,0.066943394,0.8238825879999999,0.093993527,0.9919946629999999,0.202194055,0.7998665779999999,0.22151557800000002,0.831887925,0.20992266399999998,0.9839893259999999,0.136500877,0.543695797,0.159686705,0.53569046,0.12490796300000001,0.559706471,0.186736837,0.551701134,3
5,0.151958096,0.559706471,0.163551009,0.623749166,0.10172213599999999,0.631754503,0.028300348,0.7118078720000001,0.070807699,0.76784523,0.225379883,0.615743829,0.302665975,0.703802535,0.24083710100000003,0.783855904,0.136500877,0.791861241,0.066943394,0.8238825879999999,0.093993527,0.9919946629999999,0.19832975100000003,0.7998665779999999,0.22151557800000002,0.8238825879999999,0.20992266399999998,0.9839893259999999,0.140365182,0.543695797,0.163551009,0.543695797,0.121043659,0.559706471,0.186736837,0.551701134,3
6,0.148093791,0.559706471,0.163551009,0.623749166,0.09785783099999999,0.631754503,0.024436044,0.703802535,0.066943394,0.76784523,0.229244187,0.623749166,0.302665975,0.703802535,0.24856571,0.783855904,0.136500877,0.791861241,0.070807699,0.8238825879999999,0.093993527,0.9919946629999999,0.19832975100000003,0.791861241,0.225379883,0.8238825879999999,0.20992266399999998,0.9839893259999999,0.136500877,0.551701134,0.159686705,0.543695797,0.121043659,0.567711808,0.186736837,0.551701134,3
7,0.148093791,0.567711808,0.159686705,0.631754503,0.09785783099999999,0.631754503,0.020571739,0.7118078720000001,0.066943394,0.76784523,0.225379883,0.615743829,0.29880167,0.703802535,0.24856571,0.783855904,0.136500877,0.7998665779999999,0.066943394,0.8238825879999999,0.093993527,0.9919946629999999,0.202194055,0.7998665779999999,0.225379883,0.8238825879999999,0.20992266399999998,0.9919946629999999,0.136500877,0.551701134,0.159686705,0.551701134,0.117179354,0.567711808,0.182872532,0.559706471,3
8,0.144229486,0.567711808,0.159686705,0.631754503,0.093993527,0.639759839,0.020571739,0.7118078720000001,0.066943394,0.76784523,0.225379883,0.623749166,0.29880167,0.703802535,0.252430015,0.783855904,0.132636573,0.791861241,0.070807699,0.8238825879999999,0.093993527,0.9919946629999999,0.20992266399999998,0.7998665779999999,0.22151557800000002,0.831887925,0.20992266399999998,0.9919946629999999,0.132636573,0.559706471,0.1558224,0.551701134,0.117179354,0.575717145,0.182872532,0.567711808,3
9,0.144229486,0.575717145,0.1558224,0.631754503,0.090129222,0.639759839,0.016707435,0.703802535,0.06307909,0.76784523,0.22151557800000002,0.623749166,0.302665975,0.703802535,0.24856571,0.783855904,0.132636573,0.791861241,0.070807699,0.8238825879999999,0.093993527,0.9919946629999999,0.20992266399999998,0.791861241,0.22151557800000002,0.839893262,0.20992266399999998,0.9919946629999999,0.132636573,0.559706471,0.1558224,0.559706471,0.11331505,0.575717145,0.182872532,0.567711808,3
10,0.140365182,0.583722482,0.1558224,0.631754503,0.090129222,0.639759839,0.016707435,0.703802535,0.066943394,0.76784523,0.22151557800000002,0.623749166,0.302665975,0.703802535,0.24856571,0.791861241,0.132636573,0.791861241,0.070807699,0.8238825879999999,0.093993527,0.9919946629999999,0.20992266399999998,0.7998665779999999,0.22151557800000002,0.839893262,0.20992266399999998,0.9919946629999999,0.128772268,0.567711808,0.151958096,0.567711808,0.109450745,0.583722482,0.17900822800000002,0.567711808,3
11,0.136500877,0.575717145,0.151958096,0.631754503,0.090129222,0.639759839,0.01284313,0.703802535,0.06307909,0.76784523,0.213786969,0.623749166,0.29880167,0.703802535,0.252430015,0.791861241,0.128772268,0.7998665779999999,0.070807699,0.8238825879999999,0.093993527,0.9919946629999999,0.20992266399999998,0.7998665779999999,0.225379883,0.839893262,0.20992266399999998,0.9919946629999999,0.12490796300000001,0.567711808,0.148093791,0.567711808,0.109450745,0.583722482,0.175143923,0.575717145,3
12,0.132636573,0.583722482,0.151958096,0.639759839,0.082400613,0.639759839,0.016707435,0.703802535,0.06307909,0.775850567,0.21765127399999998,0.631754503,0.29880167,0.7118078720000001,0.252430015,0.791861241,0.12490796300000001,0.7998665779999999,0.070807699,0.831887925,0.093993527,0.9919946629999999,0.20992266399999998,0.807871914,0.225379883,0.831887925,0.20992266399999998,0.9839893259999999,0.121043659,0.567711808,0.148093791,0.567711808,0.10172213599999999,0.583722482,0.175143923,0.575717145,3
13,0.132636573,0.583722482,0.148093791,0.639759839,0.078536308,0.639759839,0.01284313,0.703802535,0.06307909,0.76784523,0.20992266399999998,0.631754503,0.29880167,0.703802535,0.252430015,0.7998665779999999,0.12490796300000001,0.807871914,0.070807699,0.8238825879999999,0.09785783099999999,0.9919946629999999,0.20992266399999998,0.815877252,0.0,0.0,0.0,0.0,0.121043659,0.567711808,0.144229486,0.567711808,0.10172213599999999,0.583722482,0.171279619,0.575717145,3
14,0.128772268,0.583722482,0.144229486,0.639759839,0.078536308,0.639759839,0.01284313,0.703802535,0.06307909,0.775850567,0.20992266399999998,0.631754503,0.29880167,0.703802535,0.252430015,0.7998665779999999,0.12490796300000001,0.807871914,0.070807699,0.831887925,0.09785783099999999,0.9919946629999999,0.21765127399999998,0.8238825879999999,0.0,0.0,0.0,0.0,0.117179354,0.567711808,0.144229486,0.567711808,0.09785783099999999,0.583722482,0.171279619,0.575717145,3
15,0.128772268,0.575717145,0.144229486,0.631754503,0.074672004,0.639759839,0.008978825,0.695797198,0.06307909,0.775850567,0.20992266399999998,0.623749166,0.29880167,0.703802535,0.24856571,0.7998665779999999,0.12490796300000001,0.7998665779999999,0.070807699,0.831887925,0.093993527,0.9919946629999999,0.21765127399999998,0.8238825879999999,0.0,0.0,0.0,0.0,0.117179354,0.559706471,0.140365182,0.559706471,0.09785783099999999,0.575717145,0.171279619,0.567711808,3
16,0.12490796300000001,0.575717145,0.144229486,0.631754503,0.074672004,0.631754503,0.008978825,0.695797198,0.059214785,0.775850567,0.20992266399999998,0.623749166,0.29493736600000003,0.695797198,0.24083710100000003,0.791861241,0.121043659,0.7998665779999999,0.070807699,0.831887925,0.093993527,0.9919946629999999,0.213786969,0.807871914,0.20992266399999998,0.8238825879999999,0.20992266399999998,0.9919946629999999,0.11331505,0.559706471,0.136500877,0.551701134,0.093993527,0.567711808,0.167415314,0.559706471,3
17,0.121043659,0.559706471,0.144229486,0.623749166,0.070807699,0.623749166,0.0051145209999999995,0.695797198,0.059214785,0.775850567,0.20992266399999998,0.615743829,0.291073061,0.695797198,0.24083710100000003,0.791861241,0.117179354,0.7998665779999999,0.070807699,0.8238825879999999,0.090129222,0.9919946629999999,0.19446544600000001,0.7998665779999999,0.213786969,0.8238825879999999,0.20605836,0.9919946629999999,0.109450745,0.543695797,0.136500877,0.543695797,0.093993527,0.551701134,0.167415314,0.543695797,3
18,0.121043659,0.543695797,0.140365182,0.6077384920000001,0.070807699,0.6077384920000001,0.008978825,0.6877918609999999,0.05535048099999999,0.775850567,0.20605836,0.599733155,0.287208756,0.6877918609999999,0.233108492,0.791861241,0.117179354,0.791861241,0.070807699,0.831887925,0.090129222,0.9919946629999999,0.190601141,0.783855904,0.213786969,0.8238825879999999,0.20605836,0.9919946629999999,0.109450745,0.5276851229999999,0.136500877,0.5276851229999999,0.093993527,0.53569046,0.163551009,0.5276851229999999,3
19,0.121043659,0.519679786,0.140365182,0.591727818,0.066943394,0.591727818,0.01284313,0.679786525,0.05535048099999999,0.76784523,0.20605836,0.591727818,0.279480147,0.679786525,0.22151557800000002,0.791861241,0.11331505,0.775850567,0.070807699,0.831887925,0.090129222,0.9839893259999999,0.186736837,0.775850567,0.20992266399999998,0.839893262,0.20992266399999998,0.9919946629999999,0.109450745,0.503669113,0.132636573,0.503669113,0.090129222,0.51167445,0.163551009,0.51167445,3
