frame_num,Unnamed: 0,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulde_x,LShoulde_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,action_gt_num
0,0,0.4000000000882353,0.028985507214170862,0.5111111112483661,0.1739130434239132,0.20000000026470596,0.18840579703099866,0.08888888910457507,0.3768115940619968,0.0,0.5072463765257649,0.7777777776797385,0.15942028981682774,0.9777777779444442,0.34782608684782623,1.0,0.4927536223631241,0.44444444464052296,0.5362318834621578,0.4888888887516343,0.7536231875684383,0.6222222224084968,1.0,0.7777777776797385,0.5072463765257649,0.8000000001764703,0.7536231875684383,0.8888888888398694,0.9855072458373588,0.35555555553594764,0.0,0.4666666666960788,0.0,0.2666666668725489,0.028985507214170862,0.5999999999117649,0.028985507214170862,0
1,1,0.3695652172693343,0.028985507214170862,0.4782608695089233,0.1739130434239132,0.19565217377230887,0.18840579703099866,0.08695652153271992,0.3768115940619968,0.0,0.5072463765257649,0.7608695652455377,0.15942028981682774,0.9565217390178468,0.34782608684782623,1.0,0.5072463765257649,0.4130434782514872,0.5362318834621578,0.4565217388020545,0.7536231875684383,0.5652173910416435,0.9855072458373588,0.7391304345386687,0.5072463765257649,0.7826086955208212,0.7391304347946862,0.8695652174851267,1.0,0.3260869562871815,0.014492753607085431,0.434782608526771,0.0,0.2608695650297453,0.028985507214170862,0.5652173910416435,0.028985507214170862,0
2,2,0.36956521726933456,0.028985507214170862,0.45652173923364,0.1739130434239132,0.17391304349702566,0.20289855063808376,0.06521739125743664,0.3913043476690824,0.0,0.5217391306884059,0.7173913042633854,0.15942028981682774,0.9347826087425636,0.31884057963365553,1.0,0.478260869589372,0.3913043479762039,0.5217391306884059,0.4347826085267712,0.7536231875684383,0.5434782607663602,0.9855072458373588,0.7391304349702544,0.4927536223631241,0.8043478262276909,0.7536231875684383,0.9130434784672798,1.0,0.3260869567187675,0.014492753607085431,0.4347826085267712,0.0,0.239130434754462,0.028985507214170862,0.5652173914732292,0.028985507214170862,0
3,3,0.36956521770092027,0.0147058823363611,0.4565217392336402,0.14705882350454152,0.15217391322174206,0.17647058817726374,0.0652173916890224,0.38235294102724937,0.0,0.5147058826182239,0.7173913046949707,0.14705882350454152,0.9347826087425636,0.30882352934544416,1.0,0.4852941168180508,0.3913043479762041,0.5147058826182239,0.4130434782514876,0.749999999154412,0.5217391304910766,0.9852941170999132,0.7391304349702542,0.4852941168180508,0.8043478262276909,0.749999999154412,0.9130434784672798,1.0,0.3260869567187674,0.0,0.4347826089583564,0.0,0.2391304351860475,0.0147058823363611,0.5434782611979456,0.0147058823363611,0
4,4,0.3555555556928105,0.014925373125789057,0.4444444443954249,0.14925373140092452,0.1555555553398691,0.17910447765250265,0.06666666663725519,0.37313432843079386,0.0,0.522388060260823,0.7333333334509801,0.14925373140092452,0.9777777779346404,0.32835820905342683,1.0,0.4925373128649664,0.37777777775817023,0.522388060260823,0.3999999998235297,0.7611940294152376,0.4888888889673204,1.0,0.7333333334509801,0.4925373128649664,0.8222222225947707,0.7611940294152376,0.933333333362745,1.0,0.31111111112091494,0.0,0.4222222223300652,0.0,0.2444444444836601,0.02985074625157812,0.5555555556045749,0.014925373125789057,0
5,5,0.3777777775915033,0.014925373125789057,0.4444444446405229,0.14925373140092452,0.155555555712418,0.17910447765250265,0.06666666660784294,0.37313432843079386,0.0,0.522388060260823,0.7333333331274504,0.14925373140092452,0.977777777503268,0.3432835821792161,1.0,0.4925373128649664,0.3777777775915033,0.522388060260823,0.3777777775915033,0.7611940294152376,0.4666666666960784,1.0,0.7333333331274504,0.4925373128649664,0.844444444287581,0.7611940294152376,0.9111111108954248,1.0,0.3111111109836599,0.0,0.4222222221437907,0.0,0.2444444443758167,0.02985074625157812,0.5555555553594769,0.014925373125789057,0
6,6,0.38636363628159903,0.02941176468930236,0.4545454544223991,0.16176470593209355,0.13636363628159906,0.1911764706213959,0.045454545126397385,0.39705882358744266,0.0,0.5441176467520906,0.7499999999999994,0.16176470593209355,0.977272726985598,0.338235294208838,1.0,0.4999999994362747,0.3636363632671974,0.529411765253028,0.3636363632671974,0.7647058819218574,0.4545454544223991,1.0,0.7272727269855973,0.4999999994362747,0.8636363637183999,0.7647058819218574,0.9318181818592002,1.0,0.3181818181407995,0.014705882344651184,0.4318181818592001,0.0,0.2499999999999997,0.02941176468930236,0.5681818181407995,0.02941176468930236,0
7,7,0.3571428572779109,0.014925373125789057,0.4523809522684074,0.14925373140092452,0.11904761909263716,0.17910447765250265,0.02380952410214094,0.37313432843079386,0.0,0.522388060260823,0.7619047618147257,0.14925373140092452,1.0,0.3432835821792161,1.0,0.4925373128649664,0.3571428572779109,0.522388060260823,0.3571428572779109,0.7611940294152376,0.4285714286389557,1.0,0.7380952381852737,0.4925373128649664,0.8571428572779105,0.7611940294152376,0.9285714286389556,1.0,0.2857142859168668,0.0,0.4285714286389557,0.0,0.2142857145558223,0.02985074625157812,0.5714285713610441,0.014925373125789057,0
8,8,0.3658536583003814,0.02985074625157812,0.4634146341699617,0.14925373140092452,0.12195121959486635,0.17910447765250265,0.02439024372528605,0.35820895530500496,0.0,0.522388060260823,0.7804878050197704,0.14925373140092452,1.0,0.32835820905342683,1.0,0.4925373128649664,0.34146341457509505,0.522388060260823,0.34146341457509505,0.7761194031131657,0.4146341462351717,1.0,0.7560975608102668,0.4925373128649664,0.8780487804051331,0.7611940294152376,0.9024390241304194,1.0,0.2926829266403053,0.014925373125789057,0.4146341462351717,0.0,0.21951219498022875,0.02985074625157812,0.5609756095553238,0.014925373125789057,0
9,9,0.34146341457509544,0.02985074625157812,0.4634146341699618,0.14925373140092452,0.12195121959486638,0.16417910452671358,0.024390243725285785,0.35820895530500496,0.0,0.522388060260823,0.7804878050197709,0.14925373140092452,1.0,0.3134328359276381,0.95121951206521,0.4925373128649664,0.34146341457509544,0.5074626865628945,0.3170731708498091,0.7611940294152376,0.3902439025098857,1.0,0.7560975612944846,0.4776119405973863,0.8536585366798473,0.7611940294152376,0.8780487804051336,1.0,0.2682926829150193,0.0,0.3902439025098857,0.0,0.2195121949802288,0.02985074625157812,0.5609756100395421,0.014925373125789057,0
10,10,0.3333333335030169,0.014925373117249662,0.4615384613035156,0.13432835819828093,0.10256410234220913,0.14925373131553055,0.02564102545829009,0.32835820886556033,0.0,0.4925373131553055,0.7948717948065316,0.13432835819828093,1.0,0.28358208951381164,0.9487179485743708,0.4776119394659167,0.3076923075356772,0.5074626868446945,0.2820512820773871,0.7462686558624788,0.35897435896130675,0.9850746263106108,0.743589743889952,0.4776119394659167,0.8717948716904514,0.7462686558624788,0.8717948716904514,1.0,0.25641025611004803,0.0,0.3846153844195965,0.0,0.17948717922612842,0.029850746234499324,0.5384615386964845,0.0,0
11,11,0.3157894739866793,0.029850746234499324,0.4736842107187959,0.14925373131553055,0.10526315816970823,0.14925373131553055,0.0,0.32835820886556033,0.0,0.4925373131553055,0.8421052632678832,0.14925373131553055,1.0,0.29850746263106115,0.947368420915146,0.46268656720687606,0.2894736841830292,0.4925373131553055,0.26315789490182473,0.7462686558624788,0.3421052632678835,0.9850746263106108,0.7631578949018247,0.4776119394659167,0.8684210525490876,0.7462686558624788,0.8684210525490876,1.0,0.26315789490182473,0.0,0.3684210525490877,0.0,0.18421052653576664,0.029850746234499324,0.5526315790848539,0.0,0
12,12,0.3157894734642337,0.029850746234499324,0.44736842091514617,0.14925373131553055,0.1052631576472626,0.16417910443278025,0.0,0.32835820886556033,0.02631578928120417,0.4925373131553055,0.8421052627454381,0.14925373131553055,1.0,0.29850746263106115,0.9210526311114964,0.4776119394659167,0.2894736841830296,0.4925373131553055,0.23684210509817505,0.7462686558624788,0.3157894734642337,0.9850746263106108,0.7368421050981752,0.4776119394659167,0.8421052627454381,0.7462686558624788,0.8684210525490882,1.0,0.2631578943793795,0.0,0.36842105254908775,0.0,0.18421052601332133,0.029850746234499324,0.5526315785624085,0.0,0
13,13,0.3421052627454379,0.029850746234499324,0.4736842101963501,0.14925373131553055,0.1052631576472626,0.14925373131553055,0.0,0.32835820886556033,0.05263157856240833,0.4776119394659167,0.8421052627454381,0.14925373131553055,1.0,0.28358208951381164,0.894736841830292,0.4776119394659167,0.2894736841830296,0.4925373131553055,0.2631578943793795,0.7611940295518677,0.3157894734642337,0.9850746263106108,0.7368421050981752,0.4776119394659167,0.8684210525490882,0.7462686558624788,0.8684210525490882,1.0,0.2894736841830296,0.0,0.3947368418302919,0.0,0.18421052601332133,0.029850746234499324,0.5789473683660583,0.0,0
14,14,0.31578947346423364,0.029850746234499324,0.4736842107187959,0.14925373131553055,0.10526315764726256,0.14925373131553055,0.0,0.3134328357483105,0.02631578928120416,0.4776119394659167,0.8157894734642337,0.14925373131553055,1.0,0.28358208951381164,0.8684210525490876,0.46268656720687606,0.2631578949018253,0.4925373131553055,0.23684210509817524,0.7462686558624788,0.2894736841830295,0.9850746263106108,0.7105263158169708,0.4776119394659167,0.8421052632678837,0.7462686558624788,0.8421052632678837,1.0,0.2631578949018253,0.014925373117249662,0.3684210525490877,0.0,0.1842105260133213,0.029850746234499324,0.5526315790848539,0.014925373117249662,0
15,15,0.3243243245708548,0.029850746234499324,0.459459459763997,0.14925373131553055,0.13513513519314274,0.14925373131553055,0.0,0.3134328357483105,0.0540540541845702,0.4776119394659167,0.8378378379828562,0.14925373131553055,1.0,0.28358208951381164,0.8648648648068579,0.46268656720687606,0.24324324356228286,0.4925373131553055,0.24324324356228286,0.7462686558624788,0.2702702703862849,0.9850746263106108,0.7027027027897134,0.4776119394659167,0.8378378379828562,0.7462686558624788,0.8378378379828562,1.0,0.2702702703862849,0.014925373117249662,0.3783783782188589,0.0,0.18918918937771234,0.029850746234499324,0.5675675675965709,0.014925373117249662,0
16,16,0.35135135139485685,0.029850746234499324,0.459459459763997,0.14925373131553055,0.1081081083691404,0.16417910443278025,0.0,0.32835820886556033,0.0540540541845702,0.4776119394659167,0.8648648648068579,0.14925373131553055,1.0,0.29850746263106115,0.8648648648068579,0.4776119394659167,0.2702702703862849,0.4925373131553055,0.2162162162017147,0.7462686558624788,0.24324324356228286,0.9850746263106108,0.7297297296137151,0.4776119394659167,0.8648648648068579,0.7462686558624788,0.810810810622288,1.0,0.2702702703862849,0.014925373117249662,0.4054054055794271,0.0,0.18918918937771234,0.029850746234499324,0.5675675675965709,0.014925373117249662,0
17,17,0.34210526326788354,0.029850746234499324,0.473684210718796,0.14925373131553055,0.10526315816970856,0.16417910443278025,0.0,0.32835820886556033,0.052631579084854274,0.4776119394659167,0.8421052632678837,0.14925373131553055,1.0,0.29850746263106115,0.8684210525490882,0.4776119394659167,0.26315789490182545,0.4925373131553055,0.21052631581697115,0.7462686558624788,0.23684210562062125,0.9850746263106108,0.7105263158169707,0.4776119394659167,0.8157894739866799,0.7462686558624788,0.8157894739866799,1.0,0.2894736841830296,0.014925373117249662,0.3947368423527378,0.0,0.21052631581697115,0.029850746234499324,0.5789473683660583,0.014925373117249662,0
